id,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
8630,Masc,35,pardo,Ensino Superior,Rio de Janeiro,7.0,Operações,Analista Sênior,28.0
8631,Fem,35,branco,Ensino Superior,Amapá,7.0,TI,Analista Sênior,28.0
8632,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Contabilidade,Analista Pleno,25.0
8633,Masc,36,branco,Ensino Superior,Maranhão,7.0,Desenvolvimento de Produtos,Analista Pleno,29.0
8634,Fem,30,pardo,Ensino Superior,Pará,5.0,Contabilidade,Analista Júnior,25.0
8635,Fem,25,pardo,Ensino Superior,Paraná,7.0,Vendas,Analista Júnior,18.0
8636,Fem,30,branco,Mestrado,São Paulo,5.0,Vendas,Analista Júnior,25.0
8637,Masc,48,pardo,Ensino Superior,Rio de Janeiro,0.0,Marketing,Analista Júnior,48.0
8638,Masc,42,pardo,Pós graduação,Tocantins,7.0,Contabilidade,Estagiário,35.0
8639,Fem,27,pardo,Ensino Superior,Rio de Janeiro,7.0,Administrativo,Analista Júnior,20.0
8640,Masc,34,branco,Doutorado,Rio Grande do Norte,6.0,Marketing,Gerente,28.0
8641,Masc,31,branco,Ensino Superior,Maranhão,6.0,Vendas,Gerente,25.0
8642,Fem,25,pardo,Mestrado,Paraíba,8.0,Compras,Gerente,17.0
8643,Masc,32,pardo,Ensino Superior,São Paulo,7.0,Recursos Humanos,Analista Sênior,25.0
8644,Masc,36,branco,Ensino Superior,Minas Gerais,4.0,Operações,Analista Júnior,32.0
8645,Masc,31,preto,Ensino Superior,Rio de Janeiro,5.0,Recursos Humanos,Analista Sênior,26.0
8646,Masc,27,pardo,Ensino Superior,Pernambuco,3.0,Operações,Analista Sênior,24.0
8647,Masc,30,pardo,Mestrado,Minas Gerais,5.0,Desenvolvimento de Produtos,Analista Júnior,25.0
8648,Masc,26,branco,Ensino Superior,Distrito Federal,7.0,Desenvolvimento de Produtos,Analista Júnior,19.0
8649,Masc,30,branco,Doutorado,Santa Catarina,5.0,TI,Analista Júnior,25.0
8650,Masc,45,pardo,Ensino Superior,Amazonas,6.0,Contabilidade,Analista Sênior,39.0
8651,Masc,24,pardo,Ensino Superior,Paraná,3.0,Recursos Humanos,Analista Sênior,21.0
8652,Masc,50,pardo,Ensino Médio,Rondônia,7.0,TI,Analista Sênior,43.0
8653,Fem,40,pardo,Ensino Superior,Distrito Federal,10.0,Vendas,Analista Júnior,30.0
8654,Masc,21,preto,Ensino Superior,Tocantins,2.0,Compras,Analista Júnior,19.0
8655,Masc,30,branco,Ensino Superior,Pará,5.0,Vendas,Analista Pleno,25.0
8656,Masc,41,branco,Ensino Superior,Acre,9.0,Desenvolvimento de Produtos,Analista Júnior,32.0
8657,Masc,38,preto,Pós graduação,São Paulo,11.0,Operações,Analista Sênior,27.0
8658,Masc,19,amarelo,Ensino Superior,Sergipe,0.0,Operações,Analista Sênior,19.0
8659,Masc,41,branco,Ensino Superior,Minas Gerais,7.0,Recursos Humanos,Analista Pleno,34.0
8660,Masc,35,branco,Pós graduação,São Paulo,5.0,Vendas,Analista Júnior,30.0
8661,Masc,22,pardo,Ensino Superior,Distrito Federal,7.0,Recursos Humanos,Analista Pleno,15.0
8662,Fem,22,branco,Mestrado,Maranhão,4.0,Compras,Analista Pleno,18.0
8663,Masc,20,pardo,Mestrado,Maranhão,5.0,Recursos Humanos,Gerente,15.0
8664,Fem,37,branco,Mestrado,Minas Gerais,5.0,Vendas,Gerente,32.0
8665,Masc,27,branco,Mestrado,Maranhão,6.0,Operações,Analista Júnior,21.0
8666,Masc,31,pardo,Ensino Superior,Mato Grosso,2.0,Desenvolvimento de Produtos,Analista Sênior,29.0
8667,Fem,20,pardo,Ensino Superior,Sergipe,6.0,TI,Analista Sênior,14.0
8668,Fem,36,pardo,Ensino Superior,Maranhão,4.0,Recursos Humanos,Estagiário,32.0
8669,Masc,35,pardo,Ensino Superior,Piauí,14.0,Marketing,Analista Júnior,21.0
8670,Fem,34,branco,Doutorado,Bahia,4.0,Recursos Humanos,Analista Júnior,30.0
8671,Masc,35,branco,Ensino Superior,Maranhão,8.0,Administrativo,Analista Pleno,27.0
8672,Masc,30,preto,Pós graduação,Goiás,5.0,Recursos Humanos,Gerente,25.0
8673,Fem,29,pardo,Mestrado,Maranhão,11.0,Contabilidade,Analista Pleno,18.0
8674,Masc,30,pardo,Ensino Superior,Minas Gerais,6.0,Operações,Analista Pleno,24.0
8675,Masc,30,branco,Mestrado,Rio de Janeiro,5.0,Administrativo,Analista Júnior,25.0
8676,Fem,26,pardo,Pós graduação,São Paulo,5.0,TI,Analista Sênior,21.0
8677,Masc,28,branco,Pós graduação,Rondônia,10.0,Marketing,Analista Júnior,18.0
8678,Masc,40,pardo,Ensino Superior,Rio Grande do Sul,3.0,Recursos Humanos,Analista Júnior,37.0
8679,Masc,28,branco,Ensino Superior,Pernambuco,5.0,Contabilidade,Gerente,23.0
8680,Masc,19,pardo,Pós graduação,Distrito Federal,2.0,Desenvolvimento de Produtos,Analista Pleno,17.0
8681,Masc,31,pardo,Ensino Superior,Rio Grande do Sul,2.0,Desenvolvimento de Produtos,Analista Sênior,29.0
8683,Masc,30,pardo,Ensino Superior,Tocantins,7.0,Administrativo,Analista Júnior,23.0
8684,Masc,21,pardo,Ensino Médio,Paraíba,6.0,Marketing,Analista Júnior,15.0
8685,Masc,50,pardo,Ensino Superior,Pará,8.0,TI,Analista Sênior,42.0
8686,Masc,22,preto,Ensino Superior,Sergipe,6.0,Recursos Humanos,Analista Júnior,16.0
8687,Fem,33,branco,Ensino Superior,Acre,6.0,TI,Analista Sênior,27.0
8688,Masc,27,preto,Ensino Superior,São Paulo,10.0,Vendas,Analista Pleno,17.0
8689,Fem,37,pardo,Pós graduação,Pernambuco,5.0,Recursos Humanos,Analista Júnior,32.0
8690,Masc,36,pardo,Pós graduação,Piauí,7.0,Contabilidade,Analista Pleno,29.0
8691,Fem,22,preto,Ensino Superior,Acre,0.0,Administrativo,Analista Pleno,22.0
8692,Fem,32,branco,Ensino Superior,São Paulo,7.0,Operações,Gerente,25.0
8693,Masc,19,preto,Ensino Superior,Minas Gerais,5.0,Contabilidade,Gerente,14.0
8694,Masc,27,pardo,Ensino Superior,Rondônia,8.0,Marketing,Analista Júnior,19.0
8695,Masc,38,pardo,Mestrado,Paraná,3.0,Marketing,Analista Júnior,35.0
8696,Masc,41,pardo,Doutorado,Piauí,5.0,Administrativo,Analista Júnior,36.0
8697,Masc,39,pardo,Ensino Médio,Goiás,4.0,TI,Analista Júnior,35.0
8698,Masc,43,pardo,Ensino Superior,Minas Gerais,9.0,Desenvolvimento de Produtos,Analista Júnior,34.0
8699,Masc,44,pardo,Ensino Superior,Paraná,8.0,Desenvolvimento de Produtos,Analista Júnior,36.0
8700,Fem,20,pardo,Ensino Superior,Amapá,4.0,Operações,Analista Júnior,16.0
8701,Masc,27,pardo,Ensino Superior,Acre,2.0,Contabilidade,Analista Sênior,25.0
8702,Masc,34,preto,Pós graduação,Minas Gerais,6.0,Vendas,Gerente,28.0
8703,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Desenvolvimento de Produtos,Analista Sênior,25.0
8704,Masc,54,branco,Ensino Superior,Rio de Janeiro,4.0,Administrativo,Analista Júnior,50.0
8705,Masc,30,branco,Ensino Superior,Rio Grande do Sul,5.0,Administrativo,Estagiário,25.0
8706,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Contabilidade,Analista Pleno,25.0
8707,Masc,44,pardo,Pós graduação,São Paulo,5.0,Marketing,Estagiário,39.0
8708,Masc,43,branco,Pós graduação,Paraná,7.0,Recursos Humanos,Analista Sênior,36.0
8709,Masc,34,pardo,Doutorado,São Paulo,0.0,Contabilidade,Analista Sênior,34.0
8710,Masc,20,pardo,Mestrado,Tocantins,4.0,Desenvolvimento de Produtos,Analista Sênior,16.0
8711,Masc,46,pardo,Ensino Superior,Amazonas,3.0,Compras,Gerente,43.0
8712,Fem,20,pardo,Ensino Superior,Rio Grande do Sul,2.0,Compras,Analista Sênior,18.0
8713,Masc,21,pardo,Ensino Superior,Santa Catarina,2.0,Contabilidade,Analista Pleno,19.0
8714,Masc,42,branco,Mestrado,Santa Catarina,3.0,Operações,Estagiário,39.0
8716,Masc,32,pardo,Pós graduação,Mato Grosso do Sul,5.0,Vendas,Analista Júnior,27.0
8717,Masc,31,preto,Ensino Médio,Sergipe,0.0,Recursos Humanos,Gerente,31.0
8718,Masc,30,pardo,Pós graduação,Santa Catarina,6.0,Recursos Humanos,Analista Sênior,24.0
8719,Fem,33,pardo,Ensino Superior,Amapá,9.0,Operações,Analista Pleno,24.0
8720,Masc,26,branco,Ensino Superior,Paraná,5.0,Compras,Estagiário,21.0
8721,Fem,37,branco,Mestrado,Alagoas,3.0,Operações,Analista Pleno,34.0
8722,Masc,32,pardo,Doutorado,Piauí,3.0,Operações,Analista Júnior,29.0
8724,Masc,26,pardo,Ensino Superior,Rio de Janeiro,8.0,Compras,Analista Sênior,18.0
8725,Masc,29,branco,Ensino Médio,Tocantins,4.0,Operações,Gerente,25.0
8726,Fem,30,pardo,Ensino Superior,Alagoas,10.0,Compras,Analista Júnior,20.0
8727,Masc,39,pardo,Ensino Superior,Roraima,8.0,Compras,Analista Júnior,31.0
8728,Fem,30,pardo,Ensino Superior,Distrito Federal,5.0,Administrativo,Analista Pleno,25.0
8729,Masc,27,branco,Doutorado,Santa Catarina,9.0,Recursos Humanos,Gerente,18.0
8730,Masc,22,preto,Ensino Superior,Ceará,0.0,Recursos Humanos,Gerente,22.0
8731,Fem,39,pardo,Ensino Superior,Santa Catarina,3.0,Operações,Analista Júnior,36.0
8732,Masc,18,pardo,Ensino Superior,Santa Catarina,3.0,Recursos Humanos,Analista Pleno,15.0
8733,Masc,38,branco,Ensino Superior,Minas Gerais,0.0,Operações,Analista Pleno,38.0
8734,Fem,28,pardo,Ensino Superior,São Paulo,9.0,Contabilidade,Analista Sênior,19.0
8735,Masc,22,pardo,Pós graduação,Piauí,3.0,Compras,Gerente,19.0
8736,Masc,30,pardo,Ensino Superior,São Paulo,7.0,Administrativo,Analista Pleno,23.0
8737,Masc,22,branco,Ensino Superior,Acre,5.0,Desenvolvimento de Produtos,Analista Pleno,17.0
8738,Masc,30,branco,Pós graduação,São Paulo,5.0,Operações,Analista Pleno,25.0
8739,Masc,43,pardo,Doutorado,São Paulo,1.0,Compras,Analista Pleno,42.0
8740,Masc,21,preto,Ensino Superior,Goiás,7.0,Administrativo,Analista Pleno,14.0
8741,Fem,38,branco,Ensino Superior,São Paulo,3.0,Compras,Analista Pleno,35.0
8742,Fem,29,branco,Ensino Superior,Paraná,2.0,Contabilidade,Analista Pleno,27.0
8743,Masc,44,branco,Ensino Médio,Amazonas,7.0,Marketing,Analista Júnior,37.0
8744,Masc,24,branco,Ensino Superior,Acre,0.0,Desenvolvimento de Produtos,Analista Sênior,24.0
8745,Masc,31,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Pleno,23.0
8746,Masc,35,preto,Ensino Superior,Pará,1.0,Recursos Humanos,Analista Sênior,34.0
8747,Fem,33,pardo,Ensino Superior,Amazonas,7.0,Desenvolvimento de Produtos,Analista Júnior,26.0
8748,Masc,37,branco,Ensino Superior,Rio de Janeiro,12.0,TI,Analista Júnior,25.0
8749,Masc,33,preto,Pós graduação,Pernambuco,4.0,Administrativo,Analista Pleno,29.0
8750,Masc,34,branco,Ensino Superior,Minas Gerais,0.0,Recursos Humanos,Analista Pleno,34.0
8751,Masc,32,preto,Pós graduação,Sergipe,7.0,Operações,Estagiário,25.0
8752,Fem,54,branco,Ensino Superior,Espírito Santo,6.0,Operações,Gerente,48.0
8753,Masc,39,branco,Ensino Superior,Rio de Janeiro,9.0,Marketing,Analista Pleno,30.0
8754,Fem,18,branco,Doutorado,Rio Grande do Sul,4.0,Marketing,Gerente,14.0
8755,Fem,29,branco,Doutorado,Rio de Janeiro,7.0,Desenvolvimento de Produtos,Analista Pleno,22.0
8756,Masc,33,preto,Ensino Superior,Piauí,5.0,Vendas,Analista Sênior,28.0
8757,Fem,21,branco,Ensino Superior,São Paulo,3.0,TI,Analista Sênior,18.0
8758,Masc,27,preto,Mestrado,Acre,4.0,Vendas,Analista Júnior,23.0
8759,Masc,27,branco,Ensino Superior,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Analista Júnior,22.0
8760,Masc,33,branco,Ensino Superior,Paraná,3.0,TI,Analista Júnior,30.0
8761,Masc,21,branco,Ensino Superior,Mato Grosso,1.0,Marketing,Gerente,20.0
8762,Fem,20,branco,Ensino Superior,Rio de Janeiro,3.0,TI,Gerente,17.0
8763,Masc,31,pardo,Ensino Médio,Ceará,5.0,Administrativo,Estagiário,26.0
8764,Masc,34,preto,Doutorado,Santa Catarina,10.0,Recursos Humanos,Analista Júnior,24.0
8765,Masc,30,pardo,Ensino Superior,Distrito Federal,5.0,Compras,Estagiário,25.0
8766,Masc,30,branco,Ensino Superior,Rio Grande do Norte,5.0,Compras,Gerente,25.0
8767,Masc,30,preto,Pós graduação,Roraima,5.0,Administrativo,Analista Sênior,25.0
8768,Masc,29,pardo,Mestrado,Maranhão,9.0,Operações,Gerente,20.0
8769,Masc,33,preto,Ensino Superior,Rio Grande do Sul,8.0,TI,Analista Sênior,25.0
8770,Fem,37,branco,Ensino Médio,Rio de Janeiro,7.0,Desenvolvimento de Produtos,Analista Júnior,30.0
8771,Fem,31,branco,Ensino Médio,Paraná,3.0,Vendas,Analista Sênior,28.0
8772,Masc,33,pardo,Ensino Superior,Rondônia,2.0,TI,Gerente,31.0
8773,Masc,33,pardo,Ensino Superior,Pará,5.0,Vendas,Analista Sênior,28.0
8774,Fem,30,pardo,Pós graduação,Pará,3.0,Marketing,Analista Sênior,27.0
8775,Masc,41,pardo,Ensino Superior,Paraná,5.0,Desenvolvimento de Produtos,Analista Júnior,36.0
8776,Masc,48,branco,Ensino Superior,São Paulo,7.0,Desenvolvimento de Produtos,Analista Pleno,41.0
8777,Masc,30,branco,Ensino Superior,Santa Catarina,6.0,Desenvolvimento de Produtos,Analista Sênior,24.0
8778,Masc,19,pardo,Ensino Superior,Amapá,5.0,Operações,Analista Júnior,14.0
8779,Masc,34,pardo,Ensino Superior,Rio Grande do Norte,5.0,Recursos Humanos,Analista Júnior,29.0
8780,Masc,30,branco,Ensino Superior,Santa Catarina,5.0,TI,Analista Júnior,25.0
8781,Fem,31,pardo,Ensino Superior,São Paulo,4.0,Desenvolvimento de Produtos,Gerente,27.0
8782,Fem,31,branco,Ensino Superior,Acre,7.0,Administrativo,Analista Júnior,24.0
8783,Fem,41,pardo,Ensino Superior,Santa Catarina,3.0,Administrativo,Analista Júnior,38.0
8784,Masc,40,branco,Ensino Superior,Amapá,2.0,Recursos Humanos,Analista Sênior,38.0
8785,Masc,32,branco,Ensino Superior,Minas Gerais,4.0,TI,Gerente,28.0
8786,Fem,30,branco,Ensino Médio,Paraná,3.0,Operações,Analista Sênior,27.0
8787,Masc,41,pardo,Ensino Superior,Santa Catarina,4.0,Compras,Analista Júnior,37.0
8788,Masc,44,branco,Ensino Superior,Paraná,7.0,Operações,Analista Júnior,37.0
8789,Masc,25,branco,Ensino Superior,Rio Grande do Sul,1.0,Recursos Humanos,Analista Júnior,24.0
8790,Masc,44,preto,Ensino Superior,São Paulo,9.0,Operações,Estagiário,35.0
8791,Masc,51,preto,Ensino Superior,Rondônia,0.0,Recursos Humanos,Analista Sênior,51.0
8792,Masc,29,pardo,Pós graduação,Acre,8.0,Vendas,Analista Pleno,21.0
8793,Masc,63,branco,Doutorado,Minas Gerais,1.0,Compras,Estagiário,62.0
8794,Fem,29,branco,Ensino Médio,Tocantins,3.0,Compras,Analista Júnior,26.0
8795,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Vendas,Analista Sênior,25.0
8796,Fem,50,pardo,Ensino Superior,Bahia,2.0,Administrativo,Analista Pleno,48.0
8797,Fem,21,pardo,Ensino Superior,Santa Catarina,4.0,Operações,Gerente,17.0
8798,Fem,21,pardo,Ensino Superior,Tocantins,3.0,Desenvolvimento de Produtos,Gerente,18.0
8799,Masc,40,pardo,Mestrado,Distrito Federal,0.0,Desenvolvimento de Produtos,Analista Pleno,40.0
8800,Masc,30,branco,Ensino Superior,São Paulo,8.0,Vendas,Analista Pleno,22.0
8801,Masc,52,pardo,Ensino Superior,Paraíba,9.0,Recursos Humanos,Analista Sênior,43.0
8802,Fem,25,branco,Mestrado,Mato Grosso do Sul,0.0,Operações,Analista Júnior,25.0
8803,Masc,27,pardo,Ensino Superior,São Paulo,2.0,Vendas,Analista Júnior,25.0
8804,Masc,37,pardo,Pós graduação,Minas Gerais,4.0,Desenvolvimento de Produtos,Analista Júnior,33.0
8805,Fem,27,pardo,Ensino Superior,Rio Grande do Norte,2.0,Desenvolvimento de Produtos,Analista Júnior,25.0
8806,Masc,23,pardo,Ensino Superior,Rio de Janeiro,5.0,Marketing,Analista Júnior,18.0
8807,Masc,30,branco,Mestrado,São Paulo,5.0,Marketing,Analista Pleno,25.0
8808,Fem,29,branco,Mestrado,Rondônia,9.0,TI,Analista Júnior,20.0
8809,Fem,40,branco,Pós graduação,Rio de Janeiro,5.0,Vendas,Analista Pleno,35.0
8810,Fem,34,branco,Ensino Superior,Sergipe,5.0,Administrativo,Analista Júnior,29.0
8811,Fem,36,branco,Mestrado,Rio Grande do Sul,9.0,Compras,Analista Pleno,27.0
8812,Fem,42,preto,Ensino Superior,Minas Gerais,3.0,Operações,Analista Sênior,39.0
8813,Masc,41,branco,Ensino Superior,São Paulo,4.0,Vendas,Analista Sênior,37.0
8814,Fem,30,pardo,Mestrado,Pernambuco,2.0,Marketing,Analista Júnior,28.0
8815,Masc,39,branco,Pós graduação,Distrito Federal,10.0,Operações,Analista Pleno,29.0
8816,Masc,36,branco,Ensino Superior,Rio Grande do Sul,10.0,TI,Analista Júnior,26.0
8817,Masc,25,pardo,Ensino Superior,Paraná,5.0,Desenvolvimento de Produtos,Analista Júnior,20.0
8818,Masc,26,branco,Ensino Superior,Minas Gerais,9.0,Compras,Diretor,17.0
8819,Masc,32,branco,Pós graduação,Espírito Santo,10.0,Operações,Analista Sênior,22.0
8820,Masc,37,branco,Ensino Superior,Pará,7.0,Operações,Analista Pleno,30.0
8821,Masc,20,pardo,Ensino Superior,Maranhão,2.0,Operações,Analista Júnior,18.0
8823,Masc,33,pardo,Ensino Superior,Tocantins,6.0,Recursos Humanos,Analista Sênior,27.0
8824,Masc,23,branco,Ensino Superior,Paraíba,9.0,Desenvolvimento de Produtos,Analista Sênior,14.0
8825,Masc,37,branco,Ensino Superior,Rio Grande do Sul,8.0,Compras,Gerente,29.0
8826,Masc,26,branco,Mestrado,Maranhão,4.0,Administrativo,Analista Júnior,22.0
8827,Fem,29,branco,Ensino Superior,São Paulo,7.0,Desenvolvimento de Produtos,Analista Pleno,22.0
8828,Masc,37,pardo,Pós graduação,Minas Gerais,6.0,Vendas,Analista Pleno,31.0
8829,Masc,35,preto,Ensino Superior,Distrito Federal,4.0,Administrativo,Analista Pleno,31.0
8830,Fem,22,branco,Ensino Superior,Amapá,1.0,Vendas,Analista Sênior,21.0
8831,Masc,21,branco,Ensino Superior,Bahia,5.0,Compras,Analista Júnior,16.0
8832,Masc,53,branco,Ensino Superior,Rio Grande do Norte,4.0,Compras,Analista Júnior,49.0
8833,Masc,25,branco,Ensino Superior,São Paulo,3.0,Recursos Humanos,Analista Pleno,22.0
8834,Masc,31,pardo,Mestrado,Amazonas,8.0,Recursos Humanos,Estagiário,23.0
8835,Masc,26,pardo,Ensino Superior,Rio de Janeiro,9.0,Administrativo,Analista Júnior,17.0
8837,Masc,22,branco,Ensino Superior,São Paulo,6.0,Marketing,Analista Júnior,16.0
8838,Masc,23,preto,Ensino Superior,Paraná,3.0,TI,Analista Júnior,20.0
8839,Fem,26,pardo,Mestrado,Paraná,0.0,Contabilidade,Analista Sênior,26.0
8840,Masc,39,pardo,Doutorado,Roraima,3.0,TI,Gerente,36.0
8841,Fem,33,branco,Mestrado,Roraima,7.0,Marketing,Analista Júnior,26.0
8842,Masc,34,branco,Ensino Superior,São Paulo,11.0,Recursos Humanos,Analista Sênior,23.0
8843,Masc,27,preto,Ensino Superior,Bahia,8.0,Operações,Gerente,19.0
8844,Fem,23,pardo,Ensino Superior,Sergipe,4.0,Administrativo,Estagiário,19.0
8845,Fem,36,pardo,Ensino Superior,Rio de Janeiro,11.0,Compras,Analista Júnior,25.0
8846,Masc,50,pardo,Ensino Superior,São Paulo,5.0,Administrativo,Analista Júnior,45.0
8847,Masc,41,pardo,Doutorado,Acre,5.0,Recursos Humanos,Analista Júnior,36.0
8848,Masc,24,branco,Doutorado,Rio Grande do Sul,3.0,Contabilidade,Analista Júnior,21.0
8849,Masc,45,branco,Ensino Superior,Rondônia,9.0,Contabilidade,Estagiário,36.0
8850,Fem,50,pardo,Pós graduação,Rio de Janeiro,6.0,TI,Analista Sênior,44.0
8851,Masc,30,pardo,Ensino Superior,Mato Grosso,5.0,Recursos Humanos,Analista Pleno,25.0
8852,Masc,20,branco,Doutorado,Ceará,6.0,Administrativo,Analista Júnior,14.0
8853,Masc,35,pardo,Pós graduação,Rio Grande do Sul,3.0,Administrativo,Analista Júnior,32.0
8854,Masc,30,branco,Ensino Superior,Acre,10.0,Administrativo,Analista Sênior,20.0
8855,Masc,31,branco,Ensino Superior,Rio de Janeiro,8.0,Recursos Humanos,Analista Júnior,23.0
8856,Masc,40,pardo,Doutorado,Piauí,5.0,Compras,Gerente,35.0
8857,Masc,20,branco,Ensino Superior,Minas Gerais,3.0,Operações,Estagiário,17.0
8858,Fem,25,branco,Ensino Superior,Rio de Janeiro,8.0,Marketing,Analista Pleno,17.0
8859,Fem,30,preto,Ensino Superior,Bahia,5.0,Vendas,Analista Júnior,25.0
8860,Masc,50,pardo,Ensino Superior,São Paulo,4.0,Contabilidade,Analista Pleno,46.0
8861,Masc,39,branco,Ensino Superior,Minas Gerais,1.0,Administrativo,Analista Sênior,38.0
8862,Masc,27,pardo,Ensino Superior,Minas Gerais,7.0,Contabilidade,Analista Pleno,20.0
8863,Masc,20,pardo,Ensino Superior,Paraíba,5.0,Marketing,Analista Júnior,15.0
8864,Fem,22,branco,Pós graduação,Santa Catarina,6.0,Vendas,Analista Júnior,16.0
8865,Masc,43,pardo,Mestrado,São Paulo,12.0,Administrativo,Analista Sênior,31.0
8866,Masc,25,pardo,Ensino Superior,Acre,6.0,TI,Analista Pleno,19.0
8867,Fem,33,pardo,Ensino Superior,Goiás,3.0,Vendas,Analista Pleno,30.0
8868,Masc,21,branco,Pós graduação,Rio Grande do Sul,3.0,Administrativo,Analista Pleno,18.0
8869,Masc,30,pardo,Ensino Superior,Minas Gerais,5.0,Operações,Analista Sênior,25.0
8870,Fem,27,pardo,Ensino Superior,Ceará,1.0,TI,Analista Pleno,26.0
8871,Fem,30,branco,Ensino Superior,Minas Gerais,5.0,Recursos Humanos,Analista Pleno,25.0
8872,Masc,30,pardo,Mestrado,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Estagiário,25.0
8873,Masc,18,branco,Pós graduação,Tocantins,4.0,Contabilidade,Analista Pleno,14.0
8874,Fem,20,branco,Pós graduação,Bahia,4.0,Administrativo,Analista Pleno,16.0
8875,Masc,19,branco,Pós graduação,Pernambuco,5.0,Marketing,Analista Pleno,14.0
8876,Masc,19,branco,Ensino Superior,Roraima,3.0,Desenvolvimento de Produtos,Gerente,16.0
8877,Fem,30,branco,Doutorado,Rio de Janeiro,5.0,Recursos Humanos,Analista Sênior,25.0
8878,Masc,26,preto,Ensino Superior,Amazonas,3.0,Recursos Humanos,Analista Sênior,23.0
8879,Fem,23,preto,Mestrado,Santa Catarina,5.0,TI,Analista Júnior,18.0
8880,Masc,34,branco,Doutorado,Ceará,7.0,Recursos Humanos,Analista Júnior,27.0
8881,Masc,34,branco,Ensino Superior,Maranhão,4.0,Administrativo,Analista Pleno,30.0
8882,Fem,29,branco,Pós graduação,Rio Grande do Norte,5.0,Compras,Analista Pleno,24.0
8883,Fem,30,preto,Doutorado,Sergipe,5.0,TI,Estagiário,25.0
8884,Masc,49,pardo,Pós graduação,Rio Grande do Norte,5.0,Marketing,Analista Sênior,44.0
8885,Masc,31,pardo,Doutorado,Goiás,5.0,TI,Analista Pleno,26.0
8886,Masc,47,preto,Ensino Superior,Santa Catarina,7.0,Operações,Analista Júnior,40.0
8887,Masc,35,pardo,Doutorado,Mato Grosso,10.0,Desenvolvimento de Produtos,Estagiário,25.0
8888,Masc,35,pardo,Ensino Superior,Minas Gerais,2.0,Vendas,Analista Sênior,33.0
8889,Fem,45,pardo,Ensino Superior,Distrito Federal,0.0,Vendas,Analista Pleno,45.0
8890,Fem,47,preto,Doutorado,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Analista Júnior,42.0
8891,Masc,32,pardo,Ensino Superior,São Paulo,8.0,Marketing,Analista Júnior,24.0
8892,Masc,34,pardo,Ensino Superior,Rondônia,1.0,Administrativo,Gerente,33.0
8893,Masc,27,branco,Ensino Médio,São Paulo,5.0,Vendas,Estagiário,22.0
8894,Masc,27,pardo,Ensino Superior,Goiás,3.0,Desenvolvimento de Produtos,Analista Pleno,24.0
8895,Masc,26,pardo,Ensino Médio,Alagoas,4.0,Operações,Analista Júnior,22.0
8896,Fem,35,pardo,Mestrado,Acre,9.0,Administrativo,Analista Sênior,26.0
8897,Masc,39,branco,Pós graduação,Amazonas,8.0,Marketing,Analista Pleno,31.0
8898,Masc,37,pardo,Ensino Superior,Tocantins,1.0,Operações,Analista Sênior,36.0
8899,Fem,24,pardo,Ensino Superior,Paraná,3.0,Administrativo,Analista Pleno,21.0
8900,Masc,22,branco,Ensino Superior,Goiás,5.0,Vendas,Estagiário,17.0
8901,Masc,18,branco,Pós graduação,Rio Grande do Norte,2.0,Operações,Analista Sênior,16.0
8902,Masc,31,branco,Pós graduação,Santa Catarina,11.0,Contabilidade,Analista Júnior,20.0
8903,Masc,28,preto,Mestrado,Rio Grande do Sul,9.0,Marketing,Analista Sênior,19.0
8904,Masc,33,branco,Mestrado,Rio de Janeiro,8.0,Desenvolvimento de Produtos,Gerente,25.0
8905,Masc,48,branco,Ensino Superior,Distrito Federal,2.0,Operações,Analista Sênior,46.0
8906,Masc,30,branco,Pós graduação,Paraná,5.0,Desenvolvimento de Produtos,Analista Júnior,25.0
8907,Masc,49,pardo,Doutorado,Ceará,9.0,Administrativo,Analista Júnior,40.0
8908,Masc,20,preto,Ensino Superior,Paraná,5.0,Compras,Analista Júnior,15.0
8909,Fem,44,branco,Ensino Superior,Goiás,6.0,Desenvolvimento de Produtos,Gerente,38.0
8910,Masc,25,pardo,Pós graduação,Mato Grosso,5.0,Recursos Humanos,Estagiário,20.0
8911,Masc,30,branco,Mestrado,Bahia,9.0,Vendas,Analista Júnior,21.0
8912,Masc,34,branco,Mestrado,Rio de Janeiro,4.0,Desenvolvimento de Produtos,Analista Sênior,30.0
8913,Masc,35,pardo,Doutorado,Minas Gerais,8.0,Administrativo,Analista Júnior,27.0
8914,Masc,24,branco,Ensino Superior,Amazonas,4.0,Administrativo,Analista Júnior,20.0
8915,Fem,21,preto,Pós graduação,Paraíba,7.0,Operações,Analista Júnior,14.0
8917,Masc,38,preto,Ensino Superior,Rio de Janeiro,3.0,Contabilidade,Analista Sênior,35.0
8918,Masc,18,branco,Ensino Superior,Pernambuco,1.0,Desenvolvimento de Produtos,Estagiário,17.0
8919,Fem,27,pardo,Ensino Superior,Distrito Federal,3.0,Administrativo,Analista Júnior,24.0
